# TIER 2 — every factual assertion in the clause-5 surface that carries NEITHER a citation
# NOR a hedge, enumerated. UNEVIDENCED, never FALSE: many of these are certainly true.
# Scope of both citation and hedge is the containing BLOCK, so this is a FLOOR.
# columns: path:line-range <TAB> block-kind <TAB> sentence
corpus/services/next-web-app.md:67-67	table-row	| `@anthropos/graphql` | All data fetching: queries, React Query hooks by domain, server fetchers, **codegen output** (`src/__generated__`), `codegen.ts` |
corpus/services/next-web-app.md:69-69	table-row	| `@anthropos/core-js` | Shared constants, types, utils (e.g. `security/printToken`) |
corpus/services/next-web-app.md:76-76	bullet	**Observability proxies**: `/logpoint/*` → PostHog (EU); `/monitoring` tunnels Sentry/Better Stack events.
corpus/services/next-web-app.md:80-80	bullet	**Downstream**: the GraphQL endpoint on `backend` (`:8082/graphql/query`; in prod, the router), backend `app` API (`:8082`), Clerk, PostHog (EU), Sentry/Better Stack, Stripe (billing), Bunny CDN (thumbnails + Chime recordings, token-signed), Metabase (embedded analytics), Azure OpenAI/OpenAI (server AI routes).
corpus/services/next-web-app.md:81-81	bullet	**Upstream**: end users / browsers; WordPress (embeds `apps/integration`); Vercel (prod hosting); platform compose service `next-web-app` (containerized Workforce variant).
corpus/services/next-web-app.md:102-103	paragraph	Older Node fails with `WARN Unsupported engine`, and pnpm refuses to wipe `node_modules` in non-TTY shells (`ERR_PNPM_ABORTED_REMOVE_MODULES_DIR_NO_TTY`).
corpus/services/next-web-app.md:119-127	paragraph	The repo's own `Dockerfile.dev` (Node 24 alpine — it is the only Dockerfile in the repo) builds **only** `@anthropos/web-app` (`pnpm turbo build --filter=@anthropos/web-app`), and `apps/web` is the only frontend in platform compose.
corpus/services/next-web-app.md:119-127	paragraph	Integration / maintenance / mobile ship via Vercel only.
corpus/services/next-web-app.md:119-127	paragraph	`NEXT_PUBLIC_*` are baked at **build time**; on a remote VM set `PUBLIC_HOST` in `platform/.env` so the client bundle resolves the right hostname.
corpus/services/next-web-app.md:133-133	table-row	| `NEXT_PUBLIC_CLERK_PUBLISHABLE_KEY` / `CLERK_SECRET_KEY` | — | Clerk auth (client / server) |
corpus/services/next-web-app.md:135-135	table-row	| `NEXT_PUBLIC_BACKEND_API_URL` | `http://localhost:8082` | Backend (`app`) API base URL |
corpus/services/next-web-app.md:136-136	table-row	| `GRAPHQL_SCHEMA_FOR_GEN` | `http://localhost:8082/graphql/query` | Schema endpoint used by `graphql-codegen` (was `:5050/graphql`) |
corpus/services/next-web-app.md:137-137	table-row	| `NEXT_PUBLIC_HOSTING_URL` / `PUBLIC_HOST` | `http://localhost:3000` / `localhost` | Public hosting URL; `PUBLIC_HOST` parameterizes baked URLs in compose |
corpus/services/next-web-app.md:138-138	table-row	| `NEXT_PUBLIC_POSTHOG_KEY` / `_HOST` · `NEXT_PUBLIC_SENTRY_DSN` / `SENTRY_AUTH_TOKEN` | — | Analytics + error tracking (PostHog EU, Sentry/Better Stack) |
corpus/services/next-web-app.md:140-140	table-row	| `BUNNY_*` · `METABASE_*` · `PRINT_ROUTE_SECRET` | — | CDN, embedded analytics, signed PDF/print routes |
corpus/services/next-web-app.md:141-141	table-row	| `EXPO_PUBLIC_*` | — | Mobile (Expo) variants of the public vars |
corpus/services/roadrunner.md:76-76	paragraph	Roadrunner is the **code-execution proxy** for the platform.
corpus/services/roadrunner.md:76-76	paragraph	When a simulation includes a coding task, jobsimulation hands the user's source code to Roadrunner, which forwards it to **Judge0** (a sandboxed code-execution API) and returns the results (stdout, stderr, status, time).
corpus/services/roadrunner.md:78-78	paragraph	Roadrunner exists for one reason: it gives the platform a clean, language-agnostic boundary for running untrusted code without ever executing it in our own services or on our own infrastructure.
corpus/services/roadrunner.md:80-80	paragraph	It also runs an **Asynq** worker pool that polls Judge0 for results — **one task per single submission**, as § Async tasks below states.
corpus/services/roadrunner.md:117-117	table-row	| `Submission(runtime, source_code, stdin)` | Submit a single execution; returns a `token` |
corpus/services/roadrunner.md:118-118	table-row	| `SubmissionPackage(...)` | Submit one **multi-file** program in one call; returns a single `token` |
corpus/services/roadrunner.md:119-119	table-row	| `SubmissionResult(token)` | Poll for execution result (output, errors, status, time) |
corpus/services/roadrunner.md:123-123	bullet	The HTTP server (`PORT`, default `8080`) exposes only the `/_meta` health endpoint.
corpus/services/roadrunner.md:123-123	bullet	All code submission goes through Connect-RPC on `RPC_PORT` (default `8081`).
corpus/services/roadrunner.md:135-135	bullet	**Downstream**: Judge0 at `JUDGE0_BASE_URL=http://52.48.139.23:2358` (default in compose), Redis (Asynq backend)
corpus/services/roadrunner.md:136-136	bullet	**No database** — roadrunner owns no Postgres schema and stores no persistent state of its own. Judge0 holds submission state by token.
corpus/services/roadrunner.md:193-193	table-row	| `PORT` | `8080` | `10400` | HTTP health port (`/_meta` only) |
corpus/services/roadrunner.md:194-194	table-row	| `RPC_PORT` | `8081` | `10401` | Connect-RPC port |
corpus/services/roadrunner.md:195-195	table-row	| `JUDGE0_BASE_URL` | — none | `http://52.48.139.23:2358` | Judge0 API endpoint |
corpus/services/roadrunner.md:196-196	table-row	| `JUDGE0_API_KEY` | — none (required) | — not set here | Judge0 `X-Auth-Token`; the one Judge0 var the compose block never set — supplied via platform/.env |
corpus/services/roadrunner.md:197-197	table-row	| `SENTRY_DSN` | — none (optional) | — not set here | Sentry error-tracking DSN |
corpus/services/roadrunner.md:198-198	table-row	| `REDIS_ADDR` | — none | `redis:6379` | Redis address for Asynq |
corpus/services/roadrunner.md:199-199	table-row	| `REDIS_STREAMS_INDEX` | — none | `4` | Redis DB index for streams |
corpus/services/roadrunner.md:200-200	table-row	| `REDIS_WORKER_INDEX` | — none | `0` | Redis DB index for Asynq — **must parse as an int or the process exits immediately** |
corpus/services/roadrunner.md:201-201	table-row	| `ENVIRONMENT` | — none | `development` | Environment name |
corpus/services/roadrunner.md:205-205	paragraph	Roadrunner currently has NO test suite — there are zero `*_test.go` files, so `go test ./...` (also run at Docker build time, `Dockerfile` line 18) is a no-op that passes vacuously.
corpus/services/sentinel.md:7-7	paragraph	Sentinel does **not** handle authentication — that's Clerk's job. It also does not validate JWTs (the shared `authn` library does that in each consuming service).
corpus/services/sentinel.md:7-7	paragraph	Sentinel only answers *"is this subject allowed to perform this action on this object?"*.
corpus/services/sentinel.md:11-11	bullet	**Codebase**: `sentinel` (local) — repo `git@github.com:anthropos-work/sentinel`
corpus/services/sentinel.md:13-13	bullet	**Framework**: Connect-RPC, Casbin v3
corpus/services/sentinel.md:14-14	bullet	**Database**: PostgreSQL `sentinel` schema (single table: `casbin_rules`) — **no Ent ORM**
corpus/services/sentinel.md:16-16	bullet	**Profile**: always on (no `profiles:` declared in compose — runs with every `make up`)
corpus/services/sentinel.md:17-17	bullet	**No outbound RPC** to other platform services — sentinel is a leaf
corpus/services/sentinel.md:18-18	bullet	**No Redis, no GraphQL, no background workers** — stateless request/response only
corpus/services/sentinel.md:30-30	table-row	| `m` | User-tier quota | A user passes if they are in the policy's tier (`g(user, tier)`) OR the policy tier is `TIER_FREE` (free-tier policies act as an unconditional baseline, substituted from the proto enum `Tier_TIER_FREE`), AND the requested `count` <= the tier `max`. |
corpus/services/sentinel.md:39-39	bullet	`g(user, tier)` — `TIER_FREE` / `TIER_PREMIUM`
corpus/services/sentinel.md:73-73	table-row	| `CheckFeature` | User tier quota check |
corpus/services/sentinel.md:74-74	table-row	| `CheckOrganizationFeature` | Org-level feature quota check |
corpus/services/sentinel.md:75-75	table-row	| `AddUserToTier` / `RemoveUserFromTier` | Manage user tier groupings |
corpus/services/sentinel.md:76-76	table-row	| `GetQuotas` / `GetOrganizationQuotas` | Read policy quotas |
corpus/services/sentinel.md:77-77	table-row	| `OrgAddUserToRole` / `OrgRemoveUserFromRole` / `OrgReplaceUserRole` | Manage org role assignments |
corpus/services/sentinel.md:78-78	table-row	| `OrgClearAll` | Remove all `g2` + `g3` policies for an org |
corpus/services/sentinel.md:79-79	table-row	| `OrgCheckPermission` | Legacy org action check (read-only) |
corpus/services/sentinel.md:80-80	table-row	| `OrgAllowUserToUseFeature` / `OrgDisallowUserToUseFeature` | Manage `g3` membership feature access |
corpus/services/sentinel.md:81-81	table-row	| `OrgMembershipsAllowedToUseFeature` | List memberships with feature access |
corpus/services/sentinel.md:82-82	table-row	| `OrgGetOrganizationFeatureCredits` / `OrgSetOrganizationFeatureCredits` | Manage org feature credit budgets |
corpus/services/sentinel.md:90-90	bullet	**Downstream**: PostgreSQL (`sentinel` schema, table `casbin_rules`)
corpus/services/sentinel.md:91-91	bullet	**No outbound RPC** to other platform services
corpus/services/sentinel.md:101-101	paragraph	Sentinel is always part of any `make up` (no profile gate).
corpus/services/sentinel.md:101-101	paragraph	To restart just sentinel:
corpus/services/sentinel.md:125-125	paragraph	It works only against a local Postgres on port 5432, and relies on `init_policy.sql` being schema-qualified (`sentinel.casbin_rules`) so the seed lands in the right schema regardless of search_path.
corpus/services/sentinel.md:125-125	paragraph	For a non-local DB, run psql with your own DSN: `psql "$DB_URL" -f init_policy.sql`.
corpus/services/sentinel.md:144-144	paragraph	All tests use in-memory Casbin enforcers — no PostgreSQL or fixtures required.
corpus/services/sentinel.md:150-150	table-row	| `DB_CONNECTION` | yes | — | PostgreSQL DSN with `search_path=sentinel` |
corpus/services/sentinel.md:151-151	table-row	| `PORT` | no | `8087` | HTTP + Connect-RPC port (compose sets this explicitly; binary default is 8080) |
corpus/services/sentinel.md:152-152	table-row	| `ENVIRONMENT` | no | — | Environment name |
corpus/services/sentinel.md:153-153	table-row	| `SERVICE_NAME` | no | `sentinel` | Logging label |
corpus/services/sentinel.md:154-154	table-row	| `SENTRY_DSN` | no | — | Sentry error tracking |
corpus/services/sentinel.md:158-158	bullet	**Hot reload**: changes made directly to the `casbin_rules` table (e.g. via a migration or a manual fix) need a `Reload` RPC call to take effect.
corpus/services/sentinel.md:158-158	bullet	Changes made through Sentinel's own RPC methods (`OrgAddUserToRole` etc.) are picked up immediately.
corpus/services/skiller.md:66-67	bullet	**Localization**: per-skill / per-job-role translations (`skill_translations`, `job_role_translations`) across 8 `ContentLanguage`s carried over into `app`.
corpus/services/skillpath.md:64-68	bullet	**Session model.** The engine owns a hierarchical session: `SkillPathSession → ChapterSession → StepSession`, each carrying `progress` (0–100), `status` (`pending|active|completed|archived`), `duration`, `version`, and `*_at` timestamps (shared via `SkillPathMixin`).
corpus/services/skillpath.md:64-68	bullet	The player skill-path page reads this runtime via `getOrCreateSkillPathSession` — a **get-OR-create** that auto-materializes a blank `pending` session on first read, so an unseeded skill path renders empty, not 404.
corpus/services/skillpath.md:70-74	bullet	**Event-driven step completion (unchanged).** The engine subscribes to the **jobsimulation Redis stream** (start/end events) to update `StepSession` status when a simulation completes, and additionally calls jobsimulation **in-process** (`GetSessions`) on session create/upgrade to reconcile already-completed simulations.
corpus/services/skillpath.md:70-74	bullet	It publishes `EventSkillPathSessionUpdated` + `EventChapterStepSessionCompleted` to the `skillpath` Redis stream (consumed by `app`).
corpus/services/skillpath.md:70-74	bullet	All of this now runs in-process inside `app`.
corpus/services/storage.md:5-5	paragraph	Storage is the **centralized file/blob service** for the platform.
corpus/services/storage.md:42-42	paragraph	It has two parallel storage managers — **private** (internal files, recordings, documents) and **public** (CDN-served assets) — each backed by its own S3 bucket and accessed by namespace + UUID.
corpus/services/storage.md:59-59	table-row	| Private | `STORAGE_S3_BUCKET` | Internal data: session recordings, documents.
corpus/services/storage.md:60-60	table-row	| Public | `STORAGE_S3_PUBLIC_BUCKET` | Public assets served via CloudFront at `media.<root_domain>`. |
corpus/services/storage.md:105-105	paragraph	Namespaces are arbitrary strings (e.g., `jobsimulation`, `assets`).
corpus/services/storage.md:135-135	table-row	| `PutObject` | `data`, `metadata`, `namespace` | `key (UUID)`, `namespace` |
corpus/services/storage.md:136-136	table-row	| `GetObject` | `key`, `namespace` | `object (data + metadata)` |
corpus/services/storage.md:137-137	table-row	| `GetPresignedUrl` | `key`, `namespace`, `expiry_seconds` | `url` (default 15 min) |
corpus/services/storage.md:143-143	table-row	| `PutPublicObject` | `data`, `metadata`, `namespace` | `key (UUID)`, `namespace` |
corpus/services/storage.md:144-144	table-row	| `GetPublicObject` | `key`, `namespace` | `object (data + metadata)` |
corpus/services/storage.md:176-176	bullet	**Downstream**: AWS S3 (production), CloudFront (public bucket), `colony` shared library, `proto` for RPC contracts
corpus/services/storage.md:177-177	bullet	**No outbound RPC** to other platform services — storage is a leaf
corpus/services/storage.md:209-209	paragraph	The `storage sync` CLI moves objects between two configured backends (e.g., local FS → S3 for an initial seed):
corpus/services/storage.md:226-226	table-row	| `PORT` | `8300` | HTTP health port (binary default 8080, overridden in compose) |
corpus/services/storage.md:227-227	table-row	| `RPC_PORT` | `8301` | Connect-RPC port (binary default 8081, overridden in compose) |
corpus/services/storage.md:230-230	table-row	| `AWS_REGION` / `AWS_DEFAULT_REGION` | `eu-west-1` | AWS region (EU-first) |
corpus/services/storage.md:232-232	table-row	| `SERVICE_NAME` | `storage` | Logging label |
corpus/services/storage.md:233-233	table-row	| `SENTRY_DSN` | (empty) | Sentry error tracking |
corpus/services/studio-desk.md:5-5	paragraph	**Studio-Desk** is a specialized web application that empowers content creators to design job simulations and learning experiences.
corpus/services/studio-desk.md:22-22	table-row	| **Port(s)** | 9100 (frontend), 9000 (backend) - configurable via `.env` |
corpus/services/studio-desk.md:23-23	table-row	| **Authentication** | Clerk |
corpus/services/studio-desk.md:24-24	table-row	| **Repository** | Local `studio-desk/` (sibling repo cloned by `make init`) |
corpus/services/studio-desk.md:28-28	paragraph	Studio-Desk is a **full-stack TypeScript application** with:
corpus/services/studio-desk.md:126-126	bullet	**Backend AI layer**: multi-provider chain (`AI_PROVIDER_CHAIN`, default `azure-openai,openai`) across Azure OpenAI / OpenAI / Anthropic with circuit-breaker failover (timed-out providers rotate to end of chain).
corpus/services/studio-desk.md:126-126	bullet	Four model tiers (`thinking_slow`, `thinking_fast`, `fast`, `instant`); default tier configurable via `AI_DEFAULT_TIER` (`.env.example` uses `fast`; in-code fallback is `thinking_fast`).
corpus/services/studio-desk.md:126-126	bullet	Tier defaults: OpenAI/Azure `gpt-5.2` / `gpt-5-mini` / `gpt-5-nano`; Anthropic `claude-opus-4-5` / `claude-sonnet-4-5` / `claude-haiku-4-5`.
corpus/services/studio-desk.md:137-137	bullet	Design blueprint in Studio-Desk
corpus/services/studio-desk.md:140-140	bullet	Generated content returns to CMS/Directus
corpus/services/studio-desk.md:161-161	paragraph	Generated types are stored in `app/services/__generated__/` and provide type-safe GraphQL operations.
corpus/services/studio-desk.md:161-161	paragraph	GraphQL documents live in `app/services/graphql/` (`queries.ts`, `mutations.ts`).
corpus/services/studio-desk.md:165-165	paragraph	Studio-Desk works with these primary entities (stored via CMS → Directus):
corpus/services/studio-desk.md:175-175	bullet	Node.js v24+ (per `package.json` engines and `node:24-alpine` Docker base)
corpus/services/studio-desk.md:177-177	bullet	Clerk account (for authentication)
corpus/services/studio-desk.md:178-178	bullet	Access to the platform GraphQL endpoint (`backend` on `:8082`; the router no longer runs locally)
corpus/services/studio-desk.md:179-179	bullet	Access to the **cms domain** — served by that same `backend`, not a separate service
corpus/services/studio-desk.md:224-224	bullet	**Generate GraphQL types** (when schema changes):
corpus/services/studio-desk.md:235-235	bullet	Frontend: `http://localhost:9100` (Vite dev server, configurable via `FRONTEND_PORT`)
corpus/services/studio-desk.md:236-236	bullet	Backend: `http://localhost:9000` (Express API, configurable via `PORT`)
corpus/services/studio-desk.md:238-240	bullet	**Access the application**: - Development: `http://localhost:9100` (direct frontend access) - Backend API: `http://localhost:9000` (API server with `/api` routes)
corpus/services/studio-desk.md:272-272	paragraph	Serves the app from `http://localhost:9000` (backend serves frontend static files, or configured via `PORT`).
corpus/services/studio-desk.md:286-286	paragraph	Docker images are built automatically on tag push.
corpus/services/studio-desk.md:291-291	bullet	**Authentication**: Clerk (shared with main app)
corpus/services/studio-desk.md:292-292	bullet	**Data Layer**: GraphQL → the cms domain → Directus
corpus/services/studio-desk.md:304-304	bullet	Studio-Desk **creates** simulation blueprints
corpus/services/studio-desk.md:306-306	bullet	Communication via shared CMS/Directus storage
corpus/services/studio-desk.md:310-310	paragraph	**GraphQL errors**: Ensure **`backend`** is up on port 8082 (there is no router service locally any more):
corpus/services/studio-desk.md:317-317	paragraph	**Clerk authentication issues**: Verify Clerk keys in `.env` and ensure sign-in URLs match.
corpus/services/studio-desk.md:321-321	paragraph	**Copilot not working**: Check that `AI_PROVIDER_CHAIN` is set and the corresponding provider key(s) exist (`AI_OPENAI_API_KEY`/`OPENAI_KEY`, `AI_AZURE_KEY`, or `AI_ANTHROPIC_API_KEY`).
corpus/services/studio-desk.md:348-352	paragraph	**PM view.** In a demo, the studio's AI copilot / builder GENERATE returned a **500 on `POST /api/ai/completion`** — the studio backend held **no AI-provider key**.
corpus/services/studio-desk.md:348-352	paragraph	M252 fixes it with one wire: the demo studio container now **also reads studio-desk's own clone `.env`**, which carries the studio's AI-provider keys.
corpus/services/studio-desk.md:348-352	paragraph	The **auth model is unchanged** — the demo studio stays the **Clerkenstein-authenticated hero** (a logged-in org-admin hero passes the studio's `checkEnterpriseAndAdmin` gate); M252 touches **only** the AI-provider wiring.
corpus/services/studio-desk.md:410-413	paragraph	So the multi-second blank a presenter saw on a demo was **not** a slow render — it was **paint ordering**: the shell is built *behind* the awaits, and the dominant await (`canAccess`) 404s and burns ~3.9 s retrying.
corpus/services/studio-desk.md:415-416	paragraph	**The M253 fix (demo only, zero platform edits):** two sha-pinned demopatches on the M249 `build_frontend_studio_desk` ladder —
corpus/services/studio-desk.md:418-422	bullet	**`studio-desk-shell-first-paint`** injects the `.page-skeleton` DOM (header + sidemenu + content) **synchronously right after `preloadCriticalCSS()`**, *before* any await, so the dark shell paints from **CSS+DOM with zero network**.
corpus/services/studio-desk.md:418-422	bullet	It is **auth-independent** (it paints before `canAccess`), and **de-dups automatically**: `PageWrapper#init` wipes `document.body.innerHTML` and rebuilds its own skeleton, so the early shell is seamlessly replaced — no double skeleton.
corpus/services/studio-desk.md:423-424	bullet	**`studio-desk-no-thirdparty`** no-ops `Sentry.init` + `posthog.init` on the demo host (no reachable GlitchTip / no PostHog project on a Clerk-free demo).
corpus/services/studio-room.md:18-18	bullet	Takes a simulation blueprint (created in Studio-Desk)
corpus/services/studio-room.md:25-25	paragraph	Since **cms-in-app v8.0** it is embedded inside the **`app` (backend) container** — pulled into the image by CI (`additional_repo`, app v1.360.1) — and is triggered by an Asynq task rather than run directly by users; the Go side shells out to it as a subprocess when a generation job is enqueued.
corpus/services/studio-room.md:25-25	paragraph	Before the merge it rode in the cms container at `cms/studio/`.
corpus/services/studio-room.md:36-36	table-row	| **AI Providers** | OpenAI, Azure OpenAI, Anthropic |
corpus/services/studio-room.md:37-37	table-row	| **Repository** | `anthropos-studio-room`, pulled into the **`app`** image by CI (was cloned into the cms repo at `cms/studio/` before cms-in-app) |
corpus/services/studio-room.md:116-119	bullet	**AI Setup**: - Initialize AI services (OpenAI, Azure, Anthropic) - Configure model parameters (temperature, max tokens, thinking mode) - Set up usage tracking
corpus/services/studio-room.md:123-123	paragraph	The generation is orchestrated by **media-specific generator agents** (e.g., `SimulationGenerator`).
corpus/services/studio-room.md:143-143	paragraph	**Generation Modes** (`GenMode` enum):
corpus/services/studio-room.md:144-144	bullet	`GenMode.FAST`: Lightweight / low-latency steps
corpus/services/studio-room.md:145-145	bullet	`GenMode.STRICT`: Tightly-constrained, deterministic output
corpus/services/studio-room.md:146-146	bullet	`GenMode.EXECUTION`: Default mode (`DEFAULT = EXECUTION`)
corpus/services/studio-room.md:147-147	bullet	`GenMode.CREATIVE`: For content requiring creativity (dialogue, scenarios)
corpus/services/studio-room.md:148-148	bullet	`GenMode.REASONING`: For steps that benefit from deeper reasoning
corpus/services/studio-room.md:152-152	bullet	**Retry mechanism**: Auto-retry failed steps (configurable `max_retries`)
corpus/services/studio-room.md:164-164	paragraph	`--media`, `--simid`, and `--target` are all required for `postgen.py`.
corpus/services/studio-room.md:172-172	table-row	| `translation` | Translate to multiple languages | `internal_localization.json` inside the bundle |
corpus/services/studio-room.md:251-251	paragraph	AI models are configured per generation mode in `configs/{env}_config.ini`.
corpus/services/studio-room.md:317-317	paragraph	Generation state is checkpointed after each step to the configured `worklog_path` (set to `workspace/trace/` in the shipped configs; the in-code fallback is a literal `worklog/` only if unset).
corpus/services/studio-room.md:319-319	bullet	`{simid}_pre_generation.json` — the original request
corpus/services/studio-room.md:320-320	bullet	`{simid}_task_state.json` — the public task state
corpus/services/studio-room.md:322-322	paragraph	plus a per-run `{simid}_usage.json` usage trace.
corpus/services/studio-room.md:336-336	bullet	Python 3.9+ (runtime image when embedded in the `app` container: `python:3.11-slim`; it was the cms container before cms-in-app)
corpus/services/studio-room.md:337-337	bullet	AI API keys (OpenAI, Anthropic, or Azure)
corpus/services/studio-room.md:351-351	paragraph	**Requirements** (unpinned in `requirements.txt`):
corpus/services/studio-room.md:431-431	bullet	Receives a GraphQL mutation requesting generation
corpus/services/studio-room.md:434-434	bullet	Reads the resulting ZIP and imports it into Directus
corpus/services/studio-room.md:437-437	bullet	**Input**: Blueprints created in Studio-Desk, passed in by CMS
corpus/services/studio-room.md:438-438	bullet	**Output**: Generated content imported into Directus by CMS
corpus/services/studio-room.md:439-439	bullet	**Workflow**: Desk designs → CMS enqueues → Room generates → CMS imports into Directus
corpus/architecture/README.md:3-3	paragraph	This directory contains all documentation related to the Anthropos platform architecture.
corpus/architecture/ai_architecture.md:3-3	paragraph	This document describes the AI model inventory, provider routing, voice engine, recording architecture, and cost tracking across the Anthropos platform.
corpus/architecture/ai_architecture.md:15-17	paragraph	**⚠️ There is no ordered EU-first fallback chain.** The corpus published one for several releases ("Azure → Bedrock → Mistral → OpenAI → Anthropic"); **no such ladder exists in the code**, and **Mistral is not in the AI manager at all**.
corpus/architecture/ai_architecture.md:22-24	bullet	**The caller picks the vendor.** `ChatCompletion` / `Response` take a `vendor AIVendor` argument and hand it to `getClient` (`:259-289`) — a plain `switch` over the four vendor consts at `:30-33` (`azure`, `openai`, `anthropic-aws`, `anthropic`).
corpus/architecture/ai_architecture.md:25-27	bullet	**`azure` resolves to the EU deployment by default**, swapped to the US one only when the PostHog flag `flag_use_azure_us` evaluates true; a *failed* flag lookup logs and **keeps the EU client**.
corpus/architecture/ai_architecture.md:28-29	bullet	**`anthropic-aws` and `anthropic` both return the same Bedrock client**, constructed with `config.WithRegion("eu-west-1")`.
corpus/architecture/ai_architecture.md:28-29	bullet	There is **no** US-direct Anthropic branch in this manager.
corpus/architecture/ai_architecture.md:30-32	bullet	**The one automatic fallback is 429-only.** `isThrottlingError` sets `vendor = Openai` for the next retry attempt — i.e. **direct US OpenAI**.
corpus/architecture/ai_architecture.md:44-48	paragraph	**EU data residency still holds — but by a different mechanism than the ladder implied.** The posture rests on the *default clients* being EU-resident (Azure EU, Bedrock `eu-west-1`), not on a policy that walks EU options before US ones.
corpus/architecture/ai_architecture.md:44-48	paragraph	**Two** levers inside the manager can send a request outside the EU, **neither a region-health failover**: the `flag_use_azure_us` flag, and the 429 retry (which goes straight to direct OpenAI **without** trying another EU provider first).
corpus/architecture/ai_architecture.md:73-76	paragraph	The **outcome** claim — direct US OpenAI, first attempt, no error condition — survives unchanged.
corpus/architecture/ai_architecture.md:95-95	table-row	| **Transcription** | GPT-4o Transcribe | Azure EU (US via `flag_use_azure_us`) |
corpus/architecture/ai_architecture.md:96-96	table-row	| **Embeddings** | Text Embedding 3 Small | OpenAI |
corpus/architecture/ai_architecture.md:111-111	bullet	A single `ai.AI` interface across providers (OpenAI, Azure, Anthropic, Bedrock, Mistral)
corpus/architecture/ai_architecture.md:112-112	bullet	Per-provider client constructors that return provider token counts (`MetaData.Usage`)
corpus/architecture/ai_architecture.md:122-122	table-row	| **jobsimulation domain** *(in `app`)* | Simulation conversations (chat + voice), document analysis, code evaluation |
corpus/architecture/ai_architecture.md:124-124	table-row	| **cms domain** *(in `app`)* | Content generation, similarity matching, AI video (HeyGen), **and runs the full simulation generation pipeline** (Python studio-room embedded — see below) |
corpus/architecture/ai_architecture.md:125-125	table-row	| **Studio-Desk** | Copilot AI assistant for content authoring (multi-provider chain: Azure OpenAI / OpenAI / Anthropic via `AI_PROVIDER_CHAIN`) |
corpus/architecture/ai_architecture.md:126-126	table-row	**Runs as a subprocess inside the `app` (backend) container** since cms-in-app — the `anthropos-studio-room` project is pulled into the image by CI. |
corpus/architecture/ai_architecture.md:137-137	table-row	| FAST | azure / gpt-5-mini | azure / gpt-5-mini | none |
corpus/architecture/ai_architecture.md:138-138	table-row	| STRICT | azure / gpt-5-mini | azure / gpt-5-mini | none |
corpus/architecture/ai_architecture.md:139-139	table-row	| EXECUTION | azure / gpt-5.4 | azure / gpt-5.4 | none |
corpus/architecture/ai_architecture.md:140-140	table-row	| CREATIVE | azure / gpt-5.4 | azure / gpt-5.4 | low |
corpus/architecture/ai_architecture.md:141-141	table-row	| REASONING | azure / gpt-5.4 | azure / gpt-5.4 | medium |
corpus/architecture/ai_architecture.md:155-155	bullet	**Model**: Text Embedding 3 Small (OpenAI), 1536-dim
corpus/architecture/ai_architecture.md:156-156	bullet	**Data**: `public.skill_embeddings` = **42,790** rows and `public.job_role_embeddings` = **18,919** rows over the *public* taxonomy (`organization_id IS NULL`, measured 2026-06-29)
corpus/architecture/ai_architecture.md:157-157	bullet	**Process**: RAG matches user input to taxonomy using OpenAI (Azure EU) or Anthropic (Bedrock EU)
corpus/architecture/ai_architecture.md:158-158	bullet	**Caching**: Redis for frequent matches
corpus/architecture/ai_architecture.md:169-169	paragraph	As of 2026-Q2 (skiller migrations `20260417103036` and `20260417120309`), embeddings are stored in **dedicated tables**, not as columns on the entity tables.
corpus/architecture/ai_architecture.md:169-169	paragraph	Since the skiller→app merge (July 2026) these tables live in the **`public` schema** owned by `app` (ported from the legacy `skiller` schema):
corpus/architecture/ai_architecture.md:195-195	paragraph	The primary voice engine uses **LiveKit rooms** with **OpenAI GPT Realtime** agents:
corpus/architecture/ai_architecture.md:210-210	bullet	**Transcript**: Generated from LiveKit conversation events
corpus/architecture/ai_architecture.md:211-211	bullet	**Configuration**: Voice engine is selectable per simulation in CMS (`livekitgptrealtime`)
corpus/architecture/ai_architecture.md:217-217	table-row	| `elevenlabs` | Active (legacy default) | ElevenLabs conversational agents; still used by the call/reply pipeline (`getJobSimulationCallSignedUrl` / `getJobSimulationCallConversationToken`) and transcript improvement |
corpus/architecture/ai_architecture.md:218-218	table-row	| `gptrealtime` | Deprecated | Direct OpenAI Realtime without LiveKit |
corpus/architecture/ai_architecture.md:254-254	table-row	| **LiveKit** | Voice only | MP3 | Audio transcript and voice recording |
corpus/architecture/ai_architecture.md:255-255	table-row	| **AWS Chime SDK** | Camera + screensharing + mic | Composited MP4 (grid view) | Full video record of simulation |
corpus/architecture/ai_architecture.md:263-263	bullet	**Load**: Simulation definition fetched from CMS (actors, tasks, rubrics, AI model config per sequence)
corpus/architecture/ai_architecture.md:272-273	paragraph	The corpus asserted a single *"default: `gpt-5` via Azure"* for several releases.
corpus/architecture/ai_architecture.md:272-273	paragraph	**`gpt-5` is not a default in any of the three places a default is applied** — measured at `app` HEAD:
corpus/architecture/ai_architecture.md:300-300	paragraph	The inputs to it are not** — measured at `app` HEAD, M257x iter-38:
corpus/architecture/alignment_testing.md:7-10	paragraph	The motivating case is **Clerkenstein** (v1.0 milestone M1) — a drop-in mock of Clerk that the platform talks to *thinking it's the real Clerk*.
corpus/architecture/alignment_testing.md:12-15	paragraph	**Alignment testing** is how we measure it. An alignment test is a **differential test**: it feeds the *same* input to two engines — the **source** (the canonical one) and the **mirror** — and checks that they behave the same.
